   ,日期,时间,交易量,成功率,响应时间
90,0111,0129,41,100%,106.66
91,0111,0130,37,100%,99.86
92,0111,0131,42,100%,100.05
93,0111,0132,52,94.23%,103.12
94,0111,0133,39,100%,102.23
95,0111,0134,40,100%,100.65
96,0111,0135,46,95.65%,106.91
97,0111,0136,48,97.92%,98.27
98,0111,0137,38,100%,106.03
99,0111,0138,51,100%,97.24
100,0111,0139,29,100%,118.21
101,0111,0140,27,100%,112.33
102,0111,0141,28,96.43%,106.86
103,0111,0142,52,96.15%,100.94
104,0111,0143,55,94.55%,100.56
105,0111,0144,35,100%,122.34
106,0111,0145,41,97.56%,2049.85
107,0111,0146,39,100%,106.38
108,0111,0147,35,100%,122.29
109,0111,0148,35,97.14%,106.43
110,0111,0149,30,100%,101.63
111,0111,0150,38,94.74%,109.66
112,0111,0151,21,95.24%,98.24
113,0111,0152,35,94.29%,108.37
114,0111,0153,49,95.92%,105.12
115,0111,0154,30,100%,103.97
116,0111,0155,27,100%,98.81
117,0111,0156,29,96.55%,101.24
118,0111,0157,45,93.33%,991.44
119,0111,0158,47,100%,100.79
120,0111,0159,36,97.22%,99.58
121,0111,0200,34,100%,99.44
122,0111,0201,18,100%,103.22
123,0111,0202,31,93.55%,102.48
124,0111,0203,46,95.65%,99.04
125,0111,0204,36,100%,100.11
126,0111,0205,24,100%,101.67
127,0111,0206,29,100%,105.52
128,0111,0207,19,100%,104.58
129,0111,0208,25,100%,102.24
130,0111,0209,18,100%,101.39
131,0111,0210,27,100%,99.07
132,0111,0211,24,95.83%,101.21
133,0111,0212,29,100%,100.66
134,0111,0213,38,97.37%,99.47
135,0111,0214,27,100%,113.78
136,0111,0215,35,100%,101.71
137,0111,0216,26,96.15%,115.85
138,0111,0217,18,100%,101.94
139,0111,0218,30,93.33%,99.3
140,0111,0219,31,96.77%,100.26
141,0111,0220,17,82.35%,101.06
142,0111,0221,19,84.21%,102.42
143,0111,0222,18,100%,125.94
144,0111,0223,12,91.67%,104
145,0111,0224,21,100%,99.76
146,0111,0225,36,100%,108.72
147,0111,0226,24,100%,105.67
148,0111,0227,35,100%,100.69
149,0111,0228,23,86.96%,101.43
150,0111,0229,24,95.83%,99.38
151,0111,0230,20,90%,98.2
152,0111,0231,22,86.36%,104.27
153,0111,0232,31,100%,103.23
154,0111,0233,24,95.83%,105.83
155,0111,0234,27,100%,107.89
156,0111,0235,25,96%,121.52
157,0111,0236,23,95.65%,100.17
158,0111,0237,29,96.55%,123.79
159,0111,0238,17,100%,108.24
160,0111,0239,25,100%,102.36
161,0111,0240,19,100%,113.74
162,0111,0241,24,95.83%,103.33
163,0111,0242,32,93.75%,119.28
164,0111,0243,21,95.24%,2016.33
165,0111,0244,38,94.74%,102.05
166,0111,0245,20,100%,105.1
167,0111,0246,22,95.45%,103.41
168,0111,0247,25,92%,1702.04
169,0111,0248,21,100%,96.24
170,0111,0249,27,96.3%,104.67
171,0111,0250,25,100%,97.76
172,0111,0251,21,95.24%,95.52
173,0111,0252,21,95.24%,99.81
174,0111,0253,15,100%,2766.07
175,0111,0254,24,95.83%,104
176,0111,0255,10,90%,109.8
177,0111,0256,21,90.48%,105.71
178,0111,0257,24,100%,110.33
179,0111,0258,27,88.89%,104.19
180,0111,0259,19,94.74%,101.42
181,0111,0300,20,85%,96.3
182,0111,0301,18,100%,98.83
183,0111,0302,23,100%,102.22
184,0111,0303,36,97.22%,114.17
185,0111,0304,29,100%,106.48
186,0111,0305,23,100%,128.91
187,0111,0306,9,100%,169.56
188,0111,0307,3,100%,103
189,0111,0308,10,90%,112.1
190,0111,0309,16,93.75%,128.19
191,0111,0310,25,96%,106.16
192,0111,0311,23,100%,105.39
193,0111,0312,18,100%,121.61
194,0111,0313,13,100%,3178
195,0111,0314,14,92.86%,93.14
196,0111,0315,13,100%,101.62
197,0111,0316,15,93.33%,2768.27
198,0111,0317,16,100%,97.88
199,0111,0318,10,100%,103.8
200,0111,0319,29,100%,103.55
201,0111,0320,25,100%,107.56
202,0111,0321,14,100%,102.57
203,0111,0322,20,100%,100.65
204,0111,0323,11,100%,101.18
205,0111,0324,20,90%,92.55
206,0111,0325,12,100%,118.83
207,0111,0326,19,100%,2204.16
208,0111,0327,20,100%,108.8
209,0111,0328,24,100%,104.75
210,0111,0329,16,100%,105.69
211,0111,0330,13,100%,106
212,0111,0331,25,100%,110.92
213,0111,0332,14,92.86%,126.07
214,0111,0333,22,100%,99
215,0111,0334,18,100%,93.5
216,0111,0335,15,100%,108.07
217,0111,0336,31,93.55%,1478.87
218,0111,0337,17,100%,99.47
219,0111,0338,18,100%,108
220,0111,0339,15,93.33%,108.33
221,0111,0340,7,100%,102.57
222,0111,0341,12,100%,102.08
223,0111,0342,29,96.55%,106.76
224,0111,0343,10,100%,120.6
225,0111,0344,7,100%,99.86
226,0111,0345,7,100%,109.43
227,0111,0346,15,93.33%,97.4
228,0111,0347,18,94.44%,140
229,0111,0348,11,100%,115.09
230,0111,0349,19,89.47%,108.37
231,0111,0350,11,100%,100.73
232,0111,0351,8,100%,127.88
233,0111,0352,19,100%,119.47
234,0111,0353,7,100%,228.71
235,0111,0354,10,100%,102.3
236,0111,0355,17,100%,96.53
237,0111,0356,19,84.21%,106.42
238,0111,0357,10,100%,104.8
239,0111,0358,6,83.33%,91.33
240,0111,0359,14,100%,151.64
241,0111,0400,7,100%,112.57
242,0111,0401,10,90%,101.9
243,0111,0402,14,100%,101.57
244,0111,0403,21,100%,105.86
245,0111,0404,15,93.33%,111.93
246,0111,0405,12,100%,101
247,0111,0406,11,90.91%,110.55
248,0111,0407,11,81.82%,102
249,0111,0408,21,100%,108.38
250,0111,0409,12,100%,96.67
251,0111,0410,11,100%,3738.73
252,0111,0411,10,100%,102.6
253,0111,0412,17,100%,102.59
254,0111,0413,18,94.44%,105.56
255,0111,0414,17,94.12%,103.59
256,0111,0415,9,100%,123.89
257,0111,0416,14,100%,105.64
258,0111,0417,21,100%,103.24
259,0111,0418,16,100%,102.25
260,0111,0419,26,100%,110.81
261,0111,0420,14,92.86%,108.5
262,0111,0421,10,90%,111.4
263,0111,0422,12,100%,101.08
264,0111,0423,13,100%,102.15
265,0111,0424,13,100%,99
266,0111,0425,10,100%,98.8
267,0111,0426,17,100%,103.82
268,0111,0427,11,100%,101.55
269,0111,0428,12,100%,110.25
270,0111,0429,15,86.67%,100.53
271,0111,0430,24,95.83%,106.83
272,0111,0431,17,88.24%,101.71
273,0111,0432,17,100%,101.12
274,0111,0433,15,86.67%,102.73
275,0111,0434,22,100%,105.5
276,0111,0435,27,92.59%,101.41
277,0111,0436,13,100%,99.77
278,0111,0437,9,100%,104.56
279,0111,0438,11,100%,101.18
280,0111,0439,14,100%,124.29
281,0111,0440,16,100%,100.44
282,0111,0441,7,85.71%,101.57
283,0111,0442,11,100%,101.18
284,0111,0443,16,100%,104.75
285,0111,0444,6,100%,94.33
286,0111,0445,19,100%,102.53
287,0111,0446,7,100%,101.29
288,0111,0447,6,100%,100.17
289,0111,0448,18,100%,105.33
290,0111,0449,9,100%,168.33
291,0111,0450,9,100%,113.78
292,0111,0451,16,100%,109.56
293,0111,0452,15,100%,132.87
294,0111,0453,16,100%,105
295,0111,0454,5,100%,103.2
296,0111,0455,19,94.74%,105
297,0111,0456,18,94.44%,112.67
298,0111,0457,8,100%,100.75
299,0111,0458,27,96.3%,107.44
300,0111,0459,18,88.89%,101.89
301,0111,0500,28,96.43%,109.36
302,0111,0501,12,83.33%,104
303,0111,0502,36,97.22%,1210.44
304,0111,0503,19,100%,127.79
305,0111,0504,20,100%,100.75
306,0111,0505,18,94.44%,97.78
307,0111,0506,27,100%,114.81
308,0111,0507,15,100%,107.4
309,0111,0508,8,87.5%,100.63
310,0111,0509,25,100%,96.68
311,0111,0510,29,100%,102.14
312,0111,0511,16,100%,101.88
313,0111,0512,21,100%,100.38
314,0111,0513,16,100%,101.56
315,0111,0514,11,100%,100.64
316,0111,0515,17,100%,99.76
317,0111,0516,35,94.29%,108.8
318,0111,0517,19,100%,148.68
319,0111,0518,22,95.45%,101.36
320,0111,0519,10,100%,111.1
321,0111,0520,16,93.75%,101.5
322,0111,0521,15,86.67%,98.87
323,0111,0522,21,100%,101.1
324,0111,0523,14,92.86%,101.5
325,0111,0524,26,96.15%,100.46
326,0111,0525,25,92%,99.08
327,0111,0526,27,100%,101.37
328,0111,0527,13,100%,98.31
329,0111,0528,33,93.94%,100.79
330,0111,0529,21,95.24%,103.14
331,0111,0530,16,93.75%,103.94
332,0111,0531,20,100%,132.05
333,0111,0532,34,94.12%,116.47
334,0111,0533,32,87.5%,103.72
335,0111,0534,35,100%,102.91
336,0111,0535,21,100%,103.86
337,0111,0536,25,96%,100.76
338,0111,0537,20,100%,104.65
339,0111,0538,18,100%,4546.06
340,0111,0539,31,96.77%,103.23
341,0111,0540,27,96.3%,101.7
342,0111,0541,22,95.45%,107.18
343,0111,0542,35,100%,99.37
344,0111,0543,41,97.56%,104.07
345,0111,0544,36,94.44%,100.58
346,0111,0545,18,94.44%,95.94
347,0111,0546,22,95.45%,120.68
348,0111,0547,27,100%,101.41
349,0111,0548,43,95.35%,119
350,0111,0549,39,92.31%,118.85
351,0111,0550,46,95.65%,110.87
352,0111,0551,35,97.14%,108.46
353,0111,0552,53,96.23%,103.32
354,0111,0553,34,85.29%,102.76
355,0111,0554,29,82.76%,107.38
356,0111,0555,50,92%,121.28
357,0111,0556,53,90.57%,103.83
358,0111,0557,55,94.55%,101.91
359,0111,0558,42,95.24%,102.95
360,0111,0559,33,96.97%,109.67
361,0111,0600,43,97.67%,102.53
362,0111,0601,24,91.67%,102.38
363,0111,0602,35,94.29%,97.69
364,0111,0603,43,97.67%,102.16
365,0111,0604,44,93.18%,109.86
366,0111,0605,67,94.03%,103.04
367,0111,0606,41,97.56%,107.07
368,0111,0607,34,94.12%,96.38
369,0111,0608,65,86.15%,96.98
370,0111,0609,53,88.68%,855.92
371,0111,0610,60,98.33%,765.32
372,0111,0611,49,95.92%,103.43
373,0111,0612,66,98.48%,113.89
374,0111,0613,56,100%,97.57
375,0111,0614,64,98.44%,99.69
376,0111,0615,66,93.94%,99.12
377,0111,0616,67,95.52%,105.18
378,0111,0617,68,97.06%,113.29
379,0111,0618,74,93.24%,102.8
380,0111,0619,62,90.32%,102.63
381,0111,0620,71,95.77%,101.25
382,0111,0621,70,95.71%,100.36
383,0111,0622,60,100%,100.47
384,0111,0623,63,98.41%,99.3
385,0111,0624,88,96.59%,99.95
386,0111,0625,94,96.81%,100.07
387,0111,0626,86,97.67%,99.94
388,0111,0627,101,90.1%,496.12
389,0111,0628,108,94.44%,104.99
390,0111,0629,107,98.13%,100.73
391,0111,0630,123,96.75%,97.07
392,0111,0631,118,95.76%,449.17
393,0111,0632,114,97.37%,104.03
394,0111,0633,97,97.94%,513.15
395,0111,0634,122,94.26%,428.88
396,0111,0635,115,96.52%,102.26
397,0111,0636,108,97.22%,99.79
398,0111,0637,110,97.27%,466.06
399,0111,0638,167,98.2%,102.07
400,0111,0639,127,97.64%,102.77
401,0111,0640,136,95.59%,100.84
402,0111,0641,147,96.6%,101.35
403,0111,0642,155,95.48%,356.3
404,0111,0643,166,95.18%,98.02
405,0111,0644,136,94.85%,395.36
406,0111,0645,180,96.11%,325.51
407,0111,0646,157,97.45%,99.71
408,0111,0647,189,95.77%,96.48
409,0111,0648,182,97.25%,115.18
410,0111,0649,193,96.37%,101.98
411,0111,0650,200,97%,100.41
412,0111,0651,215,94.88%,106.43
413,0111,0652,198,95.96%,102.77
414,0111,0653,195,96.41%,301.78
415,0111,0654,191,98.43%,97.47
416,0111,0655,196,95.92%,102.62
417,0111,0656,252,97.22%,256.33
418,0111,0657,192,94.27%,102.71
419,0111,0658,201,98.51%,292.68
420,0111,0659,234,94.02%,17362
421,0111,0700,229,95.2%,271.1
422,0111,0701,274,96.72%,243.91
423,0111,0702,241,92.53%,265.95
424,0111,0703,228,93.86%,100.45
425,0111,0704,252,98.02%,96.09
426,0111,0705,276,97.46%,103.13
427,0111,0706,311,97.11%,226.85
428,0111,0707,324,94.75%,96.93
429,0111,0708,296,96.96%,230.79
430,0111,0709,313,96.17%,227.61
431,0111,0710,298,95.97%,368.18
432,0111,0711,311,97.75%,222.45
433,0111,0712,306,98.04%,355.6
434,0111,0713,312,96.79%,103.1
435,0111,0714,315,96.83%,100.18
436,0111,0715,333,96.7%,111.97
437,0111,0716,357,94.96%,218.16
438,0111,0717,303,97.03%,102.41
439,0111,0718,347,95.1%,99.06
440,0111,0719,396,95.45%,92.5
441,0111,0720,393,95.67%,89.69
442,0111,0721,405,95.31%,392.48
443,0111,0722,399,94.74%,398.75
444,0111,0723,455,96.04%,182.65
445,0111,0724,436,96.56%,91.73
446,0111,0725,441,94.1%,93.09
447,0111,0726,400,96.25%,194.06
448,0111,0727,438,96.35%,94.5
449,0111,0728,457,95.84%,178.29
450,0111,0729,451,96.45%,180.73
451,0111,0730,444,96.62%,90.03
452,0111,0731,521,94.24%,168.19
453,0111,0732,519,95.95%,321.46
454,0111,0733,444,97.75%,91.49
455,0111,0734,433,94.46%,183.61
456,0111,0735,557,95.69%,159.76
457,0111,0736,517,96.13%,88.56
458,0111,0737,522,95.98%,90.66
459,0111,0738,508,95.28%,89.89
460,0111,0739,522,94.44%,320.26
461,0111,0740,538,95.91%,91.18
462,0111,0741,548,95.44%,161.89
463,0111,0742,623,95.99%,91.7
464,0111,0743,584,96.75%,92.35
465,0111,0744,591,96.62%,157.35
466,0111,0745,684,95.91%,87.08
467,0111,0746,598,96.15%,226.76
468,0111,0747,623,97.43%,154.27
469,0111,0748,590,97.12%,156.79
470,0111,0749,609,97.04%,87.68
471,0111,0750,635,97.01%,156.44
472,0111,0751,590,94.58%,159.42
473,0111,0752,557,96.41%,233.32
474,0111,0753,647,95.52%,150.34
475,0111,0754,583,95.2%,86.82
476,0111,0755,655,96.18%,92.33
477,0111,0756,653,93.87%,147.2
478,0111,0757,678,96.02%,206.87
479,0111,0758,609,96.22%,92.91
480,0111,0759,609,96.88%,91.22
481,0111,0800,680,96.47%,205.87
482,0111,0801,691,95.37%,145.57
483,0111,0802,645,96.59%,272.71
484,0111,0803,746,96.78%,138.51
485,0111,0804,665,96.69%,85.94
486,0111,0805,709,95.77%,85.81
487,0111,0806,715,95.1%,81.09
488,0111,0807,784,95.28%,135.13
489,0111,0808,729,95.88%,84.69
490,0111,0809,735,95.1%,85.81
491,0111,0810,717,96.23%,145.23
492,0111,0811,776,97.16%,289.75
493,0111,0812,766,95.95%,242.76
494,0111,0813,767,94.92%,83.46
495,0111,0814,861,95.24%,128.25
496,0111,0815,787,96.7%,133.13
497,0111,0816,800,94.88%,84.83
498,0111,0817,802,95.26%,282.32
499,0111,0818,804,95.77%,131.35
500,0111,0819,757,94.98%,136.18
501,0111,0820,762,96.06%,187.9
502,0111,0821,857,96.5%,126.4
503,0111,0822,921,95.98%,125.04
504,0111,0823,862,95.36%,81.22
505,0111,0824,898,95.1%,81.35
506,0111,0825,834,95.08%,83.24
507,0111,0826,859,94.99%,81.65
508,0111,0827,843,95.73%,129.17
509,0111,0828,889,95.84%,125.37
510,0111,0829,880,95%,174.09
511,0111,0830,813,95.94%,88.22
512,0111,0831,887,95.83%,82.07
513,0111,0832,922,96.64%,124.22
514,0111,0833,963,95.64%,79.44
515,0111,0834,959,95.62%,165.79
516,0111,0835,936,95.94%,122.54
517,0111,0836,1005,95.12%,131.82
518,0111,0837,998,96.49%,160.74
519,0111,0838,1014,97.34%,123.97
520,0111,0839,1030,95.44%,83.48
521,0111,0840,1023,95.8%,275.85
522,0111,0841,1043,95.21%,117.62
523,0111,0842,1004,96.71%,200.89
524,0111,0843,1051,95.81%,157.81
525,0111,0844,1028,95.91%,82.49
526,0111,0845,1063,95.3%,195.07
527,0111,0846,1068,95.32%,154.86
528,0111,0847,1131,96.2%,114.91
529,0111,0848,1014,95.46%,78.23
530,0111,0849,1132,96.82%,146.6
531,0111,0850,1024,97.07%,119.48
532,0111,0851,1109,94.68%,78.02
533,0111,0852,1021,96.28%,157
534,0111,0853,1166,96.4%,115.49
535,0111,0854,1010,96.24%,78.18
536,0111,0855,1019,95.49%,116.57
537,0111,0856,1019,95.68%,120.38
538,0111,0857,1125,96.27%,77.05
539,0111,0858,1092,95.15%,78.82
540,0111,0859,1078,96.01%,7576.16
541,0111,0900,1099,95.27%,151.56
542,0111,0901,1223,95.5%,114.39
543,0111,0902,1122,96.43%,185.07
544,0111,0903,1178,96.35%,113.96
545,0111,0904,1160,95.26%,81.51
546,0111,0905,1149,95.39%,114.95
547,0111,0906,1123,95.81%,221.13
548,0111,0907,1118,94.99%,77.58
549,0111,0908,1185,96.79%,180.67
550,0111,0909,1179,96.27%,78.41
551,0111,0910,1220,95.16%,175.77
552,0111,0911,1139,95.61%,114.39
553,0111,0912,1213,95.22%,143.11
554,0111,0913,1085,95.58%,223.74
555,0111,0914,1156,95.85%,215.45
556,0111,0915,1190,94.96%,112.31
557,0111,0916,1199,95.5%,145.31
558,0111,0917,1201,95.92%,175.4
559,0111,0918,1214,95.3%,79.37
560,0111,0919,1241,94.84%,140.15
561,0111,0920,1174,96.34%,112.61
562,0111,0921,1191,95.63%,210.59
563,0111,0922,1189,96.13%,77.98
564,0111,0923,1189,96.05%,178.03
565,0111,0924,1135,96.21%,147.57
566,0111,0925,1184,96.62%,214.84
567,0111,0926,1304,95.4%,201.02
568,0111,0927,1238,94.99%,76.32
569,0111,0928,1167,94.94%,80.79
570,0111,0929,1215,96.3%,109.62
571,0111,0930,1299,96%,108.98
572,0111,0931,1296,95.06%,109.48
573,0111,0932,1296,96.22%,137.3
574,0111,0933,1275,96.16%,107.36
575,0111,0934,1310,96.41%,106.6
576,0111,0935,1271,94.65%,218.17
577,0111,0936,1220,94.84%,144.81
578,0111,0937,1327,96.38%,134.72
579,0111,0938,1219,95.65%,75.46
580,0111,0939,1252,95.85%,219.93
581,0111,0940,1250,95.04%,75.04
582,0111,0941,1300,97.23%,105.37
583,0111,0942,1321,95.91%,76.81
584,0111,0943,1307,96.25%,137.85
585,0111,0944,1316,95.36%,77.69
586,0111,0945,1325,95.32%,106.65
587,0111,0946,1274,95.68%,202.91
588,0111,0947,1291,95.97%,140.29
589,0111,0948,1307,95.03%,105.51
590,0111,0949,1302,95.47%,105.81
591,0111,0950,1328,95.18%,255.13
592,0111,0951,1297,96.84%,106.6
593,0111,0952,1319,95.15%,134.61
594,0111,0953,1370,95.26%,74.61
595,0111,0954,1340,95.45%,223.77
596,0111,0955,1349,95.18%,108.28
597,0111,0956,1382,96.53%,75.46
598,0111,0957,1284,96.88%,136.69
599,0111,0958,1321,95.53%,104.79
600,0111,0959,1387,96.68%,14641.65
601,0111,1000,1281,96.25%,140.71
602,0111,1001,1271,94.57%,140.89
603,0111,1002,1305,96.86%,75.14
604,0111,1003,1260,96.43%,139.06
605,0111,1004,1286,96.58%,141.62
606,0111,1005,1258,95.55%,171.29
607,0111,1006,1263,94.93%,75.84
608,0111,1007,1320,95.83%,138.9
609,0111,1008,1299,94.77%,231.13
610,0111,1009,1333,94.52%,75.96
611,0111,1010,1311,96.26%,203.33
612,0111,1011,1319,95.6%,136.32
613,0111,1012,1188,94.7%,144.98
614,0111,1013,1358,95.43%,136.23
615,0111,1014,1354,95.05%,76.22
616,0111,1015,1264,94.86%,108.28
617,0111,1016,1289,95.66%,75.36
618,0111,1017,1334,95.5%,77.77
619,0111,1018,1238,95.8%,109.45
620,0111,1019,1286,95.49%,167.94
621,0111,1020,1215,96.05%,207.17
622,0111,1021,1350,96.67%,164.15
623,0111,1022,1209,95.45%,110.44
624,0111,1023,1280,95.94%,106.93
625,0111,1024,1269,95.9%,103.52
626,0111,1025,1276,94.98%,168.18
627,0111,1026,1294,95.05%,137.5
628,0111,1027,1362,94.71%,166.12
629,0111,1028,1368,95.69%,74.5
630,0111,1029,1323,96.52%,76.03
631,0111,1030,1373,96.87%,104.75
632,0111,1031,1170,94.44%,108.5
633,0111,1032,1174,95.23%,144.18
634,0111,1033,1263,95.65%,168.26
635,0111,1034,1235,95.63%,109.16
636,0111,1035,1222,94.93%,175.55
637,0111,1036,1160,96.72%,114.59
638,0111,1037,1220,96.31%,74.58
639,0111,1038,1277,95.77%,171.51
640,0111,1039,1237,94.83%,138.66
641,0111,1040,1260,95.71%,170.5
642,0111,1041,1242,95.65%,174.02
643,0111,1042,1274,95.53%,139.91
644,0111,1043,1279,95.15%,108.94
645,0111,1044,1200,95.75%,79.4
646,0111,1045,1288,96.27%,109.55
647,0111,1046,1275,95.14%,106.48
648,0111,1047,1210,95.37%,109.48
649,0111,1048,1231,95.94%,138.46
650,0111,1049,1221,95.41%,174.35
651,0111,1050,1213,95.38%,143.83
652,0111,1051,1230,95.77%,110.24
653,0111,1052,1207,95.53%,143.72
654,0111,1053,1182,95.43%,79.63
655,0111,1054,1224,96.24%,106.65
656,0111,1055,1185,95.78%,110.93
657,0111,1056,1249,96%,78.03
658,0111,1057,1156,95.33%,108.56
659,0111,1058,1151,94.61%,75.38
660,0111,1059,1263,95.72%,3276.05
661,0111,1100,1190,94.96%,112.03
662,0111,1101,1195,95.15%,76.37
663,0111,1102,1190,95.21%,110.85
664,0111,1103,1223,95.91%,141.41
665,0111,1104,1115,94.8%,184.78
666,0111,1105,1211,94.88%,111.44
667,0111,1106,1208,95.86%,80.93
668,0111,1107,1196,94.9%,144.9
669,0111,1108,1163,95.61%,76.69
670,0111,1109,1351,96.52%,78.52
671,0111,1110,1151,95.57%,112.05
672,0111,1111,1175,96.77%,113.44
673,0111,1112,1204,95.51%,177.6
674,0111,1113,1158,96.46%,78.97
675,0111,1114,1169,95.38%,112.99
676,0111,1115,1183,95.44%,142.44
677,0111,1116,1173,95.74%,145.3
678,0111,1117,1141,96.23%,182.12
679,0111,1118,1149,96.43%,113.12
680,0111,1119,1158,95.68%,145.56
681,0111,1120,1185,96.79%,111.15
682,0111,1121,1083,95.84%,75.74
683,0111,1122,1137,95.78%,147.02
684,0111,1123,1186,95.95%,77.64
685,0111,1124,1138,96.4%,113.45
686,0111,1125,1125,96%,150.25
687,0111,1126,1137,94.55%,115.71
688,0111,1127,1081,96.76%,77.05
689,0111,1128,1195,96.9%,176.66
690,0111,1129,1144,95.19%,112.03
691,0111,1130,1080,95.56%,155.03
692,0111,1131,1150,95.39%,147.21
693,0111,1132,1101,95.1%,153.87
694,0111,1133,1167,95.03%,182.62
695,0111,1134,1167,94.77%,214.64
696,0111,1135,1086,95.03%,152.65
697,0111,1136,1123,95.64%,219.35
698,0111,1137,1111,96.76%,145.16
699,0111,1138,1119,95.35%,145.31
700,0111,1139,1112,95.23%,111.93
701,0111,1140,1091,95.23%,222.62
702,0111,1141,1139,95.96%,112.26
703,0111,1142,1090,96.33%,155.44
704,0111,1143,1125,95.82%,78.07
705,0111,1144,1081,95.84%,79.3
706,0111,1145,1130,95.58%,114.16
707,0111,1146,1084,96.31%,150.16
708,0111,1147,1134,94.44%,112.01
709,0111,1148,1081,95.56%,115.53
710,0111,1149,1123,95.64%,82.71
711,0111,1150,1089,95.68%,149.38
712,0111,1151,1128,96.1%,149.52
713,0111,1152,1184,95.86%,145.29
714,0111,1153,1191,95.55%,77.29
715,0111,1154,1207,95.61%,175.17
716,0111,1155,1175,94.81%,213.45
717,0111,1156,1158,96.11%,148.74
718,0111,1157,1182,95.77%,112.48
719,0111,1158,1068,96.07%,151.82
720,0111,1159,1116,96.42%,76.54
721,0111,1200,1148,94.95%,77.17
722,0111,1201,1099,95.72%,115.03
723,0111,1202,1150,95.48%,82.12
724,0111,1203,1126,95.38%,222.12
725,0111,1204,1143,95.8%,254.98
726,0111,1205,1202,96.26%,113.14
727,0111,1206,1254,96.25%,139.59
728,0111,1207,1191,94.96%,140.46
729,0111,1208,1132,96.2%,149.12
730,0111,1209,1146,94.68%,182.14
731,0111,1210,1143,95.1%,182.89
732,0111,1211,1192,96.14%,114.16
733,0111,1212,1182,96.19%,180.11
734,0111,1213,1189,96.13%,82.37
735,0111,1214,1171,94.88%,78.54
736,0111,1215,1152,96.09%,79.63
737,0111,1216,1181,95.68%,143.56
738,0111,1217,1104,95.11%,111.1
739,0111,1218,1108,95.22%,112.58
740,0111,1219,1167,95.46%,182.02
741,0111,1220,1195,96.32%,76.29
742,0111,1221,1184,96.54%,143.7
743,0111,1222,1077,96.56%,146.4
