   ,日期,时间,交易量,成功率,响应时间
82,0301,0121,38,94.74%,107.87
83,0301,0122,32,100%,1342.47
84,0301,0123,28,100%,94.29
85,0301,0124,19,100%,99.68
86,0301,0125,38,89.47%,107.61
87,0301,0126,36,94.44%,98.75
88,0301,0127,45,97.78%,101.04
89,0301,0128,28,100%,97.75
90,0301,0129,28,100%,108.29
91,0301,0130,44,100%,1016.02
92,0301,0131,32,96.88%,91.78
93,0301,0132,41,100%,100.02
94,0301,0133,45,100%,140.31
95,0301,0134,42,100%,105.88
96,0301,0135,29,96.55%,104.48
97,0301,0136,41,92.68%,117.73
98,0301,0137,28,100%,124
99,0301,0138,27,100%,147.52
100,0301,0139,28,96.43%,158.36
101,0301,0140,48,95.83%,977.38
102,0301,0141,43,97.67%,110.49
103,0301,0142,50,96%,119.18
104,0301,0143,31,100%,106.61
105,0301,0144,31,100%,1389.65
106,0301,0145,43,100%,98.88
107,0301,0146,41,100%,96.63
108,0301,0147,40,97.5%,98.63
109,0301,0148,41,97.56%,99.51
110,0301,0149,36,94.44%,100.89
111,0301,0150,38,100%,93.26
112,0301,0151,45,95.56%,89.84
113,0301,0152,42,95.24%,101.62
114,0301,0153,29,100%,102.34
115,0301,0154,32,96.88%,97.81
116,0301,0155,36,91.67%,93.69
117,0301,0156,42,95.24%,122.43
118,0301,0157,24,91.67%,103.46
119,0301,0158,29,89.66%,118.41
120,0301,0159,25,92%,107.4
121,0301,0200,22,90.91%,109.05
122,0301,0201,21,100%,101.86
123,0301,0202,38,89.47%,1156.92
124,0301,0203,37,89.19%,100.41
125,0301,0204,35,94.29%,94.57
126,0301,0205,30,93.33%,90.23
127,0301,0206,26,92.31%,96.31
128,0301,0207,17,94.12%,92.35
129,0301,0208,19,100%,95.95
130,0301,0209,11,100%,92.27
131,0301,0210,21,95.24%,95.57
132,0301,0211,18,94.44%,97.56
133,0301,0212,20,95%,132.15
134,0301,0213,31,100%,150.06
135,0301,0214,38,92.11%,1152.95
136,0301,0215,25,96%,98.4
137,0301,0216,29,100%,107.1
138,0301,0217,22,77.27%,92.14
139,0301,0218,29,100%,89.14
140,0301,0219,38,100%,101.11
141,0301,0220,24,100%,102.63
142,0301,0221,23,100%,107.26
143,0301,0222,27,96.3%,95.74
144,0301,0223,20,100%,108.7
145,0301,0224,27,92.59%,107.52
146,0301,0225,27,100%,102.33
147,0301,0226,32,100%,107.78
148,0301,0227,21,100%,94.24
149,0301,0228,27,100%,110.48
150,0301,0229,29,100%,96.93
151,0301,0230,29,100%,104.38
152,0301,0231,28,96.43%,102.21
153,0301,0232,22,100%,86.41
154,0301,0233,34,100%,129.09
155,0301,0234,27,100%,98.04
156,0301,0235,29,96.55%,96.31
157,0301,0236,25,100%,101.92
158,0301,0237,24,100%,98.5
159,0301,0238,29,93.1%,97.97
160,0301,0239,17,100%,109.88
161,0301,0240,20,95%,95.6
162,0301,0241,26,96.15%,103.77
163,0301,0242,12,91.67%,109.33
164,0301,0243,19,94.74%,121.11
165,0301,0244,16,100%,102.75
166,0301,0245,29,96.55%,97.38
167,0301,0246,18,94.44%,98
168,0301,0247,25,92%,103.6
169,0301,0248,37,100%,105.16
170,0301,0249,45,95.56%,106.47
171,0301,0250,38,100%,94.34
172,0301,0251,30,96.67%,116.9
173,0301,0252,15,100%,97.27
174,0301,0253,22,95.45%,91.86
175,0301,0254,23,100%,99.83
176,0301,0255,23,95.65%,103.3
177,0301,0256,27,100%,101.52
178,0301,0257,30,93.33%,101.63
179,0301,0258,19,94.74%,102.32
180,0301,0259,17,94.12%,96.35
181,0301,0300,14,100%,95.86
182,0301,0301,15,100%,96.47
183,0301,0302,23,100%,95.09
184,0301,0303,11,100%,106.64
185,0301,0304,28,100%,104.46
186,0301,0305,15,93.33%,94.53
187,0301,0306,22,100%,103.91
188,0301,0307,30,96.67%,105.67
189,0301,0308,24,95.83%,104.63
190,0301,0309,25,92%,91.08
191,0301,0310,27,100%,109.59
192,0301,0311,19,94.74%,117.26
193,0301,0312,31,90.32%,94.81
194,0301,0313,22,90.91%,109.77
195,0301,0314,33,96.97%,95.48
196,0301,0315,18,100%,100.94
197,0301,0316,29,93.1%,113.17
198,0301,0317,25,92%,100.32
199,0301,0318,19,89.47%,97.11
200,0301,0319,30,100%,90.17
201,0301,0320,27,100%,95.67
202,0301,0321,14,100%,95.5
203,0301,0322,9,100%,92.33
204,0301,0323,16,87.5%,101.38
205,0301,0324,11,100%,87.55
206,0301,0325,17,100%,102.59
207,0301,0326,15,93.33%,159.47
208,0301,0327,22,95.45%,94.86
209,0301,0328,21,100%,101.05
210,0301,0329,17,100%,148.65
211,0301,0330,10,100%,88.5
212,0301,0331,10,100%,87.7
213,0301,0332,19,94.74%,115.16
214,0301,0333,10,100%,104.2
215,0301,0334,16,100%,102.13
216,0301,0335,14,92.86%,95.21
217,0301,0336,18,88.89%,101.44
218,0301,0337,10,100%,110.2
219,0301,0338,11,100%,132.91
220,0301,0339,7,71.43%,100.86
221,0301,0340,9,77.78%,101.44
222,0301,0341,19,100%,103.79
223,0301,0342,7,71.43%,101.14
224,0301,0343,22,100%,1912.09
225,0301,0344,15,93.33%,121.93
226,0301,0345,21,100%,99.14
227,0301,0346,19,100%,102.26
228,0301,0347,20,100%,96.75
229,0301,0348,19,100%,98.26
230,0301,0349,32,100%,1356.44
231,0301,0350,19,100%,100.74
232,0301,0351,18,100%,100.39
233,0301,0352,12,100%,91.92
234,0301,0353,15,86.67%,94.8
235,0301,0354,20,90%,102.9
236,0301,0355,9,77.78%,107.22
237,0301,0356,20,95%,102.4
238,0301,0357,18,100%,91.89
239,0301,0358,15,100%,109
240,0301,0359,9,100%,104.78
241,0301,0400,28,96.43%,122.82
242,0301,0401,26,96.15%,102
243,0301,0402,28,100%,114.93
244,0301,0403,26,96.15%,111.85
245,0301,0404,14,100%,129.07
246,0301,0405,19,94.74%,126.16
247,0301,0406,17,100%,124.47
248,0301,0407,11,100%,105.82
249,0301,0408,11,90.91%,96.36
250,0301,0409,12,100%,106.58
251,0301,0410,14,100%,111.93
252,0301,0411,12,100%,127.25
253,0301,0412,15,100%,139.87
254,0301,0413,18,100%,103.83
255,0301,0414,15,100%,92.4
256,0301,0415,8,100%,114.38
257,0301,0416,14,100%,101.21
258,0301,0417,18,83.33%,104.17
259,0301,0418,14,100%,103.79
260,0301,0419,28,96.43%,111.79
261,0301,0420,8,100%,82.88
262,0301,0421,29,96.55%,97.03
263,0301,0422,24,91.67%,106.42
264,0301,0423,14,100%,85.79
265,0301,0424,21,100%,97.86
266,0301,0425,26,100%,106.04
267,0301,0426,18,88.89%,96.06
268,0301,0427,28,96.43%,102.64
269,0301,0428,26,100%,98.19
270,0301,0429,16,93.75%,93.06
271,0301,0430,17,100%,105.06
272,0301,0431,17,100%,92.82
273,0301,0432,14,100%,103.14
274,0301,0433,7,100%,101.71
275,0301,0434,9,100%,84.11
276,0301,0435,18,94.44%,109.06
277,0301,0436,15,93.33%,98.93
278,0301,0437,17,100%,133.24
279,0301,0438,15,100%,96.4
280,0301,0439,11,100%,90.91
281,0301,0440,19,94.74%,98.53
282,0301,0441,22,100%,106.86
283,0301,0442,14,100%,102.93
284,0301,0443,17,100%,110.76
285,0301,0444,19,100%,112.68
286,0301,0445,9,88.89%,115.11
287,0301,0446,5,100%,86.2
288,0301,0447,14,92.86%,108.21
289,0301,0448,20,90%,2106.7
290,0301,0449,18,94.44%,99.5
291,0301,0450,16,93.75%,114.13
292,0301,0451,7,100%,102.14
293,0301,0452,17,100%,94.94
294,0301,0453,13,92.31%,95.92
295,0301,0454,12,100%,101.58
296,0301,0455,21,85.71%,115.33
297,0301,0456,22,90.91%,99.05
298,0301,0457,24,95.83%,95.33
299,0301,0458,17,100%,101
300,0301,0459,14,85.71%,102.64
301,0301,0500,14,100%,107.79
302,0301,0501,13,100%,98.92
303,0301,0502,23,91.3%,86.09
304,0301,0503,16,100%,89.19
305,0301,0504,21,95.24%,107.33
306,0301,0505,24,95.83%,95.25
307,0301,0506,17,94.12%,97.82
308,0301,0507,19,100%,93.74
309,0301,0508,16,100%,101.31
310,0301,0509,24,100%,104.17
311,0301,0510,13,100%,101.77
312,0301,0511,15,100%,95.53
313,0301,0512,17,100%,106.47
314,0301,0513,21,100%,115.43
315,0301,0514,14,100%,108.86
316,0301,0515,20,95%,102.45
317,0301,0516,16,93.75%,98.88
318,0301,0517,25,96%,100.72
319,0301,0518,21,100%,2010.76
320,0301,0519,17,94.12%,99.47
321,0301,0520,21,100%,103.14
322,0301,0521,25,96%,98.92
323,0301,0522,18,100%,95.61
324,0301,0523,15,100%,104.07
325,0301,0524,26,100%,108
326,0301,0525,24,95.83%,106.88
327,0301,0526,23,100%,107.7
328,0301,0527,16,87.5%,96.25
329,0301,0528,29,93.1%,110.41
330,0301,0529,20,95%,126.65
331,0301,0530,24,100%,123.67
332,0301,0531,17,100%,2445.82
333,0301,0532,23,100%,101.39
334,0301,0533,27,96.3%,126.74
335,0301,0534,20,90%,101.15
336,0301,0535,35,97.14%,93.29
337,0301,0536,33,100%,104.39
338,0301,0537,26,100%,105.08
339,0301,0538,23,100%,100.87
340,0301,0539,26,100%,124
341,0301,0540,20,90%,107.6
342,0301,0541,21,90.48%,106.24
343,0301,0542,18,100%,101.67
344,0301,0543,24,95.83%,103.42
345,0301,0544,14,100%,96.64
346,0301,0545,33,90.91%,101.94
347,0301,0546,29,96.55%,102.72
348,0301,0547,35,100%,1255.97
349,0301,0548,27,96.3%,97.22
350,0301,0549,33,93.94%,99.67
351,0301,0550,45,93.33%,102.04
352,0301,0551,36,100%,146.42
353,0301,0552,48,97.92%,106.71
354,0301,0553,26,96.15%,120.54
355,0301,0554,41,97.56%,99.32
356,0301,0555,33,87.88%,97.27
357,0301,0556,65,93.85%,99.46
358,0301,0557,49,93.88%,92.47
359,0301,0558,47,89.36%,102.47
360,0301,0559,30,96.67%,100.23
361,0301,0600,36,97.22%,108.92
362,0301,0601,20,95%,100.15
363,0301,0602,34,91.18%,99.5
364,0301,0603,37,97.3%,114.35
365,0301,0604,43,95.35%,91.51
366,0301,0605,43,97.67%,97.7
367,0301,0606,51,98.04%,96.49
368,0301,0607,62,98.39%,102.61
369,0301,0608,49,95.92%,98.8
370,0301,0609,52,98.08%,98.15
371,0301,0610,53,96.23%,95.42
372,0301,0611,53,98.11%,103.81
373,0301,0612,50,94%,99.24
374,0301,0613,63,98.41%,97.37
375,0301,0614,38,94.74%,95.39
376,0301,0615,57,100%,802.39
377,0301,0616,62,93.55%,103.19
378,0301,0617,69,91.3%,98.26
379,0301,0618,52,94.23%,94.94
380,0301,0619,84,98.81%,99.79
381,0301,0620,70,98.57%,107.9
382,0301,0621,84,91.67%,97.61
383,0301,0622,76,97.37%,105.3
384,0301,0623,71,95.77%,104.23
385,0301,0624,98,97.96%,96.21
386,0301,0625,108,95.37%,102.48
387,0301,0626,86,93.02%,93.23
388,0301,0627,89,95.51%,105.87
389,0301,0628,96,96.88%,95.81
390,0301,0629,103,96.12%,98.12
391,0301,0630,135,89.63%,103.48
392,0301,0631,111,94.59%,101.55
393,0301,0632,114,92.98%,111.98
394,0301,0633,127,96.06%,104.09
395,0301,0634,138,94.2%,104.87
396,0301,0635,115,97.39%,442.07
397,0301,0636,117,92.31%,443.49
398,0301,0637,156,94.87%,96.82
399,0301,0638,156,95.51%,613.17
400,0301,0639,170,97.65%,336.84
401,0301,0640,156,96.79%,101.06
402,0301,0641,218,96.33%,99.26
403,0301,0642,172,96.51%,98.45
404,0301,0643,172,97.67%,325.59
405,0301,0644,198,97.47%,112.61
406,0301,0645,181,93.92%,542.18
407,0301,0646,208,97.12%,100.09
408,0301,0647,199,94.97%,97.38
409,0301,0648,225,95.11%,98.37
410,0301,0649,224,94.2%,100.4
411,0301,0650,230,98.26%,98.24
412,0301,0651,228,95.61%,94.07
413,0301,0652,267,97%,245.41
414,0301,0653,229,96.07%,274.33
415,0301,0654,230,93.48%,100.11
416,0301,0655,207,92.27%,94.71
417,0301,0656,256,98.44%,94.3
418,0301,0657,268,97.39%,99.5
419,0301,0658,236,96.61%,264.48
420,0301,0659,218,96.33%,18628.02
421,0301,0700,235,95.74%,95.73
422,0301,0701,271,97.42%,99.24
423,0301,0702,240,96.25%,99.19
424,0301,0703,237,94.51%,262.64
425,0301,0704,265,97.36%,255.22
426,0301,0705,274,95.99%,98.45
427,0301,0706,283,97.17%,93.59
428,0301,0707,257,98.44%,94.29
429,0301,0708,282,97.16%,387.9
430,0301,0709,317,95.9%,98.23
431,0301,0710,323,96.28%,92.69
432,0301,0711,349,97.13%,93.99
433,0301,0712,340,94.12%,211.76
434,0301,0713,340,97.65%,326.91
435,0301,0714,324,95.37%,97.3
436,0301,0715,361,97.51%,93.27
437,0301,0716,364,98.08%,93.48
438,0301,0717,339,97.94%,327.39
439,0301,0718,385,96.62%,96.05
440,0301,0719,368,96.47%,105.27
441,0301,0720,366,95.9%,100.85
442,0301,0721,405,94.57%,99.69
443,0301,0722,452,97.57%,91.66
444,0301,0723,411,98.3%,97.75
445,0301,0724,427,96.49%,90.53
446,0301,0725,382,96.34%,92.76
447,0301,0726,452,96.02%,91.34
448,0301,0727,443,96.39%,183.36
449,0301,0728,486,96.5%,88.28
450,0301,0729,440,95.91%,87.67
451,0301,0730,469,95.95%,86.64
452,0301,0731,489,96.11%,94.73
453,0301,0732,445,94.16%,273.47
454,0301,0733,536,96.83%,250.09
455,0301,0734,532,97.18%,162.16
456,0301,0735,555,95.68%,230.7
457,0301,0736,556,96.4%,161.17
458,0301,0737,519,97.3%,171.29
459,0301,0738,552,97.83%,92.91
460,0301,0739,565,94.51%,164.65
461,0301,0740,580,96.38%,87.18
462,0301,0741,519,96.53%,162.62
463,0301,0742,616,93.99%,149.45
464,0301,0743,605,97.19%,284.83
465,0301,0744,613,95.76%,86.26
466,0301,0745,638,96.55%,210.39
467,0301,0746,569,96.49%,86.83
468,0301,0747,586,95.39%,85.59
469,0301,0748,566,96.47%,156.2
470,0301,0749,579,96.89%,154.26
471,0301,0750,598,96.15%,349.61
472,0301,0751,632,94.3%,336.64
473,0301,0752,640,95.47%,86.6
474,0301,0753,597,96.65%,148.77
475,0301,0754,651,96.62%,206.16
476,0301,0755,649,96.46%,83.11
477,0301,0756,622,95.02%,148.21
478,0301,0757,651,96.77%,146.71
479,0301,0758,634,96.21%,146.08
480,0301,0759,642,96.57%,6373.78
481,0301,0800,700,96%,141.01
482,0301,0801,649,96.46%,208.7
483,0301,0802,684,96.78%,142.18
484,0301,0803,673,94.95%,145.58
485,0301,0804,661,96.07%,81.19
486,0301,0805,664,96.23%,141.91
487,0301,0806,664,95.18%,204.79
488,0301,0807,756,96.3%,134.59
489,0301,0808,728,95.6%,80.68
490,0301,0809,743,96.37%,81.77
491,0301,0810,712,96.91%,84.94
492,0301,0811,677,97.93%,204.81
493,0301,0812,711,96.62%,136.27
494,0301,0813,647,97.37%,144.88
495,0301,0814,705,96.17%,78.24
496,0301,0815,718,96.52%,82.38
497,0301,0816,705,93.62%,137.36
498,0301,0817,732,95.36%,135.78
499,0301,0818,823,97.21%,129.86
500,0301,0819,850,95.53%,178.69
501,0301,0820,834,96.52%,424.23
502,0301,0821,875,95.77%,86.21
503,0301,0822,846,96.1%,87.91
504,0301,0823,876,95.21%,170.29
505,0301,0824,859,95.11%,129.43
506,0301,0825,836,95.81%,79.51
507,0301,0826,849,95.29%,132.66
508,0301,0827,860,96.28%,126.99
509,0301,0828,871,94.14%,132.11
510,0301,0829,900,96%,125.38
511,0301,0830,943,96.61%,82.2
512,0301,0831,874,95.65%,80.93
513,0301,0832,924,95.02%,79.53
514,0301,0833,898,96.77%,215.16
515,0301,0834,940,96.49%,82.1
516,0301,0835,991,95.96%,82.05
517,0301,0836,978,97.96%,204.8
518,0301,0837,947,96.52%,122.57
519,0301,0838,935,95.4%,81.68
520,0301,0839,1009,97.62%,80.47
521,0301,0840,1013,96.25%,119.96
522,0301,0841,912,95.72%,78.95
523,0301,0842,934,96.9%,206.95
524,0301,0843,1031,95.83%,79.34
525,0301,0844,1053,95.82%,77.84
526,0301,0845,934,95.29%,120.08
527,0301,0846,967,94.73%,119.4
528,0301,0847,1061,95.48%,117.62
529,0301,0848,1047,95.89%,154.6
530,0301,0849,1075,96%,78.47
531,0301,0850,1127,95.39%,77.37
532,0301,0851,1077,96.66%,115.52
533,0301,0852,1016,95.57%,74.6
534,0301,0853,1056,95.74%,191.56
535,0301,0854,1052,96.01%,78.24
536,0301,0855,1035,96.14%,273.48
537,0301,0856,1076,95.45%,114.92
538,0301,0857,1061,97.08%,82.17
539,0301,0858,1032,95.93%,76.4
540,0301,0859,1063,95.39%,7684.18
541,0301,0900,1105,94.75%,79.48
542,0301,0901,1083,95.84%,114.51
543,0301,0902,1090,95.6%,116.09
544,0301,0903,1029,95.63%,75.29
545,0301,0904,1097,96.08%,112.02
546,0301,0905,1112,95.14%,150.27
547,0301,0906,1116,94.98%,184.07
548,0301,0907,1115,94.44%,113.48
549,0301,0908,1137,95.51%,79.48
550,0301,0909,1203,95.43%,143.31
551,0301,0910,1140,97.02%,115.28
552,0301,0911,1078,95.36%,154.37
553,0301,0912,1061,96.8%,114.85
554,0301,0913,1115,96.14%,150.88
555,0301,0914,1124,95.37%,114.75
556,0301,0915,1157,96.46%,111.69
557,0301,0916,1125,95.11%,110.68
558,0301,0917,1166,96.4%,78.01
559,0301,0918,1130,95.58%,218.31
560,0301,0919,1183,96.28%,113.66
561,0301,0920,1126,97.07%,152.34
562,0301,0921,1082,96.3%,112.7
563,0301,0922,1162,95.01%,264.4
564,0301,0923,1178,95.33%,112.88
565,0301,0924,1102,94.74%,149.91
566,0301,0925,1170,95.64%,74.76
567,0301,0926,1184,95.78%,143.09
568,0301,0927,1157,95.94%,178.57
569,0301,0928,1205,97.1%,179.03
570,0301,0929,1180,96.44%,144.45
571,0301,0930,1279,96.17%,76.82
572,0301,0931,1225,95.92%,144.96
573,0301,0932,1154,96.53%,113.13
574,0301,0933,1178,95.5%,75.34
575,0301,0934,1183,96.28%,217.11
576,0301,0935,1176,95.15%,79.61
577,0301,0936,1195,94.64%,110.89
578,0301,0937,1176,94.9%,81.04
579,0301,0938,1230,95.45%,110.82
580,0301,0939,1161,96.3%,111.93
581,0301,0940,1186,94.6%,184.63
582,0301,0941,1132,95.05%,146.28
583,0301,0942,1111,96.22%,114.18
584,0301,0943,1137,95.95%,182.44
585,0301,0944,1134,96.91%,151.64
586,0301,0945,1195,96.57%,110.13
587,0301,0946,1232,95.62%,110.6
588,0301,0947,1157,94.12%,114.29
589,0301,0948,1141,94.74%,186.71
590,0301,0949,1145,95.63%,77.95
591,0301,0950,1112,94.33%,114.62
592,0301,0951,1153,95.49%,147.72
593,0301,0952,1179,94.83%,212.63
594,0301,0953,1188,96.13%,144.92
595,0301,0954,1252,95.05%,175.13
596,0301,0955,1216,95.72%,173.64
597,0301,0956,1265,95.73%,233.66
598,0301,0957,1224,95.26%,110.77
599,0301,0958,1188,95.96%,77.94
600,0301,0959,1289,95.19%,6344.61
601,0301,1000,1218,96.8%,108.56
602,0301,1001,1305,95.79%,104.07
603,0301,1002,1259,95.39%,110.05
604,0301,1003,1231,95.45%,110.75
605,0301,1004,1166,95.8%,76.87
606,0301,1005,1207,96.11%,144.26
607,0301,1006,1210,95.7%,109.52
608,0301,1007,1216,94.82%,143.65
609,0301,1008,1149,95.56%,182.69
610,0301,1009,1120,95.71%,150.53
611,0301,1010,1214,96.29%,146.73
612,0301,1011,1177,95.75%,79.71
613,0301,1012,1182,96.19%,178.09
614,0301,1013,1198,96.99%,141.79
615,0301,1014,1247,95.51%,139.01
616,0301,1015,1261,95.64%,110.99
617,0301,1016,1246,94.46%,140.03
618,0301,1017,1227,95.11%,140.73
619,0301,1018,1182,95.52%,144.85
620,0301,1019,1247,95.35%,177.59
621,0301,1020,1202,95.51%,108.94
622,0301,1021,1178,94.31%,109.44
623,0301,1022,1303,96.01%,107.9
624,0301,1023,1234,95.62%,172.83
625,0301,1024,1153,96.36%,111.01
626,0301,1025,1126,95.2%,110.93
627,0301,1026,1081,96.21%,148.26
628,0301,1027,1141,96.32%,114.54
629,0301,1028,1187,95.7%,109.53
630,0301,1029,1181,97.04%,181.44
631,0301,1030,1143,95.89%,112.82
632,0301,1031,1193,95.22%,211.07
633,0301,1032,1144,94.49%,79.06
634,0301,1033,1209,95.7%,79.03
635,0301,1034,1175,96.09%,112.31
636,0301,1035,1213,95.96%,145.18
637,0301,1036,1177,95.75%,109.4
638,0301,1037,1243,96.22%,74.1
639,0301,1038,1137,96.83%,108.14
640,0301,1039,1179,95.42%,144.69
641,0301,1040,1225,94.86%,77.58
642,0301,1041,1101,96.64%,76.93
643,0301,1042,1119,95.8%,293.44
644,0301,1043,1136,95.69%,110.51
645,0301,1044,1216,94.9%,110.52
646,0301,1045,1104,96.38%,151.38
647,0301,1046,1175,96.85%,146.31
648,0301,1047,1209,96.53%,175.44
649,0301,1048,1194,96.15%,109.06
650,0301,1049,1114,96.77%,111.76
651,0301,1050,1178,95.5%,111.6
652,0301,1051,1159,94.65%,78.93
653,0301,1052,1136,95.95%,112.22
654,0301,1053,1149,96%,150.67
655,0301,1054,1081,94.63%,152.08
656,0301,1055,1122,96.35%,78.49
657,0301,1056,1132,96.29%,183.65
658,0301,1057,1146,96.07%,183.87
659,0301,1058,1114,95.51%,77.48
660,0301,1059,1055,95.26%,7734.95
661,0301,1100,1055,96.78%,114.7
662,0301,1101,1076,96.56%,262.59
663,0301,1102,1073,96.55%,116.01
664,0301,1103,1087,95.68%,115.55
665,0301,1104,1143,96.24%,77.96
666,0301,1105,1106,96.93%,111.82
667,0301,1106,1081,95.74%,152.34
668,0301,1107,1171,96.84%,144.7
669,0301,1108,1115,94.71%,148.74
670,0301,1109,1150,96.26%,182.71
671,0301,1110,1085,94.65%,115.35
672,0301,1111,1084,95.76%,152.02
673,0301,1112,1090,96.33%,80.7
674,0301,1113,1078,96.38%,150.51
675,0301,1114,1119,95.26%,110.72
676,0301,1115,1099,95.54%,113.49
677,0301,1116,1068,96.91%,151.05
678,0301,1117,1107,94.85%,78.34
679,0301,1118,1109,95.31%,148.64
680,0301,1119,1109,94.77%,145.93
681,0301,1120,1100,95.64%,148.97
682,0301,1121,1137,95.25%,75.33
683,0301,1122,1034,94.87%,153.14
684,0301,1123,1023,97.07%,75.6
685,0301,1124,1034,97.2%,195.81
686,0301,1125,1000,96.6%,76.97
687,0301,1126,1034,95.26%,78.5
688,0301,1127,975,94.87%,78.91
689,0301,1128,1079,96.48%,152.18
690,0301,1129,946,96.3%,161.75
691,0301,1130,1051,95.15%,155.47
692,0301,1131,1013,96.15%,86.45
693,0301,1132,1060,96.04%,191.73
694,0301,1133,998,96.19%,120.26
695,0301,1134,1060,95.57%,156.27
696,0301,1135,1086,96.13%,190.56
697,0301,1136,1068,96.07%,115.96
698,0301,1137,1067,95.5%,117.88
699,0301,1138,1009,95.84%,240.64
700,0301,1139,1086,95.21%,151.06
701,0301,1140,1094,96.07%,80.36
702,0301,1141,1155,95.67%,109.26
703,0301,1142,1123,95.1%,75.96
704,0301,1143,1123,95.28%,115.29
705,0301,1144,1108,95.67%,157.53
706,0301,1145,1093,94.51%,116.55
707,0301,1146,1150,95.74%,81.97
708,0301,1147,1067,95.88%,155.67
709,0301,1148,1084,95.2%,159.85
710,0301,1149,1106,94.85%,152.16
711,0301,1150,1000,95%,122.16
712,0301,1151,1064,96.8%,228.2
713,0301,1152,1074,96%,148.74
714,0301,1153,1001,96.3%,117.42
715,0301,1154,974,96.41%,239.98
716,0301,1155,1022,95.01%,273.17
717,0301,1156,1045,94.45%,114.09
718,0301,1157,1062,95.2%,150.94
719,0301,1158,1058,95.27%,79.41
720,0301,1159,1009,95.94%,4081.88
721,0301,1200,1007,96.23%,160.21
722,0301,1201,1082,96.03%,119.32
723,0301,1202,1131,96.37%,113.95
724,0301,1203,1066,95.31%,155.16
725,0301,1204,1103,95.47%,187.91
726,0301,1205,1091,96.52%,76.7
727,0301,1206,1131,97.17%,112.06
728,0301,1207,1066,94.84%,186.88
729,0301,1208,1095,93.33%,151.55
730,0301,1209,1099,94.81%,223.33
731,0301,1210,1115,96.32%,186.16
732,0301,1211,1127,96.1%,183.85
733,0301,1212,1120,95.63%,75.49
734,0301,1213,1188,95.96%,144.34
735,0301,1214,1082,94.92%,152.29
736,0301,1215,1030,96.12%,74.01
737,0301,1216,1089,95.59%,75.13
738,0301,1217,1038,96.53%,191.94
739,0301,1218,1049,96%,114.18
740,0301,1219,1074,97.3%,117.56
741,0301,1220,1066,96.9%,79.34
742,0301,1221,1061,95.48%,114.07
